Dev2/ai0	Dev2/ai1	Dev2/ai2	Dev2/ai3	Dev2/ai4	Dev2/ai5	Dev2/ai6	Dev2/ai7	Dev2/ai8	Dev2/ai9	Dev2/ai10	Dev2/ai11	Dev2/ai12	Dev2/ai13	Dev2/ai14	Dev2/ai15	
-1.770020e-001	0.000000e+000	-1.953125e-002	-1.708984e-002	-6.134033e-002	-8.453369e-002	-1.364136e-001	7.629395e-003	-3.265381e-002	1.220703e-002	2.532959e-002	8.819580e-002	1.483154e-001	2.780151e-001	-3.051758e-004	1.135254e-001	
-1.742554e-001	-3.051758e-004	-1.831055e-002	-1.342773e-002	-5.462646e-002	-7.446289e-002	-1.251221e-001	1.708984e-002	-2.960205e-002	1.129150e-002	1.861572e-002	7.232666e-002	1.211548e-001	2.365112e-001	-3.051758e-004	1.141357e-001	
-1.712036e-001	0.000000e+000	-1.708984e-002	-1.007080e-002	-4.882813e-002	-6.500244e-002	-1.141357e-001	2.716064e-002	-2.593994e-002	1.190186e-002	1.403809e-002	6.011963e-002	9.796143e-002	2.005005e-001	0.000000e+000	1.147461e-001	
-1.666260e-001	0.000000e+000	-1.617432e-002	-7.629395e-003	-4.333496e-002	-5.645752e-002	-1.034546e-001	3.753662e-002	-2.197266e-002	1.373291e-002	1.129150e-002	5.065918e-002	7.904053e-002	1.690674e-001	3.051758e-004	1.150513e-001	
-1.620483e-001	0.000000e+000	-1.525879e-002	-4.882813e-003	-3.875732e-002	-4.852295e-002	-9.338379e-002	4.821777e-002	-1.739502e-002	1.586914e-002	9.460449e-003	4.364014e-002	6.317139e-002	1.425171e-001	0.000000e+000	1.153564e-001	
-1.571655e-001	-3.051758e-004	-1.464844e-002	-2.441406e-003	-3.417969e-002	-4.150391e-002	-8.453369e-002	5.828857e-002	-1.312256e-002	1.861572e-002	9.460449e-003	3.845215e-002	5.096436e-002	1.205444e-001	0.000000e+000	1.156616e-001	
-1.519775e-001	0.000000e+000	-1.403809e-002	-6.103516e-004	-3.051758e-002	-3.448486e-002	-7.568359e-002	6.835938e-002	-8.239746e-003	2.258301e-002	1.068115e-002	3.509521e-002	4.119873e-002	1.019287e-001	-3.051758e-004	1.159668e-001	
-1.470947e-001	0.000000e+000	-1.312256e-002	9.155273e-004	-2.655029e-002	-2.868652e-002	-6.744385e-002	7.751465e-002	-3.662109e-003	2.624512e-002	1.251221e-002	3.326416e-002	3.387451e-002	8.666992e-002	-3.051758e-004	1.159668e-001	
-1.422119e-001	-3.051758e-004	-1.281738e-002	2.441406e-003	-2.380371e-002	-2.319336e-002	-6.011963e-002	8.636475e-002	9.155273e-004	3.021240e-002	1.495361e-002	3.326416e-002	2.838135e-002	7.415771e-002	0.000000e+000	1.159668e-001	
-1.373291e-001	0.000000e+000	-1.251221e-002	3.967285e-003	-2.044678e-002	-1.831055e-002	-5.401611e-002	9.460449e-002	4.882813e-003	3.417969e-002	1.770020e-002	3.326416e-002	2.471924e-002	6.439209e-002	-3.051758e-004	1.153564e-001	
-1.327515e-001	0.000000e+000	-1.190186e-002	4.577637e-003	-1.861572e-002	-1.403809e-002	-4.791260e-002	1.022339e-001	8.850098e-003	3.784180e-002	2.075195e-002	3.509521e-002	2.288818e-002	5.737305e-002	0.000000e+000	1.153564e-001	
-1.284790e-001	0.000000e+000	-1.220703e-002	5.798340e-003	-1.647949e-002	-1.037598e-002	-4.241943e-002	1.095581e-001	1.220703e-002	4.180908e-002	2.441406e-002	3.662109e-002	2.166748e-002	5.187988e-002	0.000000e+000	1.153564e-001	
-1.239014e-001	3.051758e-004	-1.190186e-002	6.713867e-003	-1.495361e-002	-6.713867e-003	-3.753662e-002	1.156616e-001	1.556396e-002	4.516602e-002	2.777100e-002	3.906250e-002	2.166748e-002	4.791260e-002	0.000000e+000	1.153564e-001	
-1.202393e-001	0.000000e+000	-1.190186e-002	7.019043e-003	-1.312256e-002	-3.967285e-003	-3.295898e-002	1.211548e-001	1.861572e-002	4.852295e-002	3.143311e-002	4.180908e-002	2.227783e-002	4.547119e-002	0.000000e+000	1.153564e-001	
-1.165771e-001	-3.051758e-004	-1.159668e-002	7.629395e-003	-1.190186e-002	-1.525879e-003	-2.960205e-002	1.263428e-001	2.136230e-002	5.157471e-002	3.448486e-002	4.455566e-002	2.410889e-002	4.425049e-002	3.051758e-004	1.150513e-001	
-1.135254e-001	3.051758e-004	-1.159668e-002	8.239746e-003	-1.098633e-002	9.155273e-004	-2.593994e-002	1.312256e-001	2.380371e-002	5.432129e-002	3.753662e-002	4.760742e-002	2.563477e-002	4.364014e-002	3.051758e-004	1.150513e-001	
-1.104736e-001	-3.051758e-004	-1.129150e-002	8.239746e-003	-1.037598e-002	2.441406e-003	-2.349854e-002	1.351929e-001	2.624512e-002	5.706787e-002	4.089355e-002	5.065918e-002	2.777100e-002	4.364014e-002	-3.051758e-004	1.147461e-001	
-1.080322e-001	0.000000e+000	-1.159668e-002	8.239746e-003	-9.460449e-003	4.272461e-003	-2.105713e-002	1.391602e-001	2.838135e-002	5.950928e-002	4.364014e-002	5.340576e-002	3.021240e-002	4.486084e-002	0.000000e+000	1.147461e-001	
-1.052856e-001	0.000000e+000	-1.129150e-002	8.850098e-003	-8.850098e-003	5.493164e-003	-1.861572e-002	1.419067e-001	2.990723e-002	6.225586e-002	4.608154e-002	5.645752e-002	3.295898e-002	4.608154e-002	0.000000e+000	1.147461e-001	
-1.034546e-001	0.000000e+000	-1.159668e-002	8.544922e-003	-8.544922e-003	6.103516e-003	-1.708984e-002	1.449585e-001	3.173828e-002	6.439209e-002	4.882813e-002	5.889893e-002	3.540039e-002	4.791260e-002	0.000000e+000	1.144409e-001	
-1.016235e-001	0.000000e+000	-1.159668e-002	8.850098e-003	-7.934570e-003	7.019043e-003	-1.525879e-002	1.470947e-001	3.265381e-002	6.622314e-002	5.096436e-002	6.164551e-002	3.784180e-002	5.004883e-002	0.000000e+000	1.144409e-001	
-9.948730e-002	0.000000e+000	-1.129150e-002	8.544922e-003	-8.239746e-003	7.934570e-003	-1.464844e-002	1.492310e-001	3.417969e-002	6.744385e-002	5.340576e-002	6.439209e-002	4.058838e-002	5.218506e-002	3.051758e-004	1.147461e-001	
-9.826660e-002	0.000000e+000	-1.159668e-002	8.544922e-003	-7.934570e-003	8.544922e-003	-1.342773e-002	1.510620e-001	3.509521e-002	6.896973e-002	5.523682e-002	6.683350e-002	4.302979e-002	5.432129e-002	-3.051758e-004	1.144409e-001	
-9.704590e-002	0.000000e+000	-1.190186e-002	8.544922e-003	-7.934570e-003	8.544922e-003	-1.251221e-002	1.525879e-001	3.570557e-002	7.019043e-002	5.706787e-002	6.866455e-002	4.547119e-002	5.645752e-002	0.000000e+000	1.141357e-001	
-9.643555e-002	3.051758e-004	-1.159668e-002	8.544922e-003	-7.629395e-003	9.155273e-003	-1.220703e-002	1.538086e-001	3.723145e-002	7.110596e-002	5.798340e-002	7.049561e-002	4.791260e-002	5.889893e-002	3.051758e-004	1.141357e-001	
-9.490967e-002	0.000000e+000	-1.190186e-002	8.239746e-003	-7.934570e-003	8.850098e-003	-1.129150e-002	1.547241e-001	3.753662e-002	7.232666e-002	5.981445e-002	7.232666e-002	4.974365e-002	6.072998e-002	0.000000e+000	1.138306e-001	
-9.460449e-002	0.000000e+000	-1.159668e-002	7.934570e-003	-7.934570e-003	9.155273e-003	-1.098633e-002	1.556396e-001	3.814697e-002	7.293701e-002	6.134033e-002	7.385254e-002	5.187988e-002	6.286621e-002	0.000000e+000	1.138306e-001	
-9.399414e-002	0.000000e+000	-1.159668e-002	8.239746e-003	-8.239746e-003	8.850098e-003	-1.098633e-002	1.559448e-001	3.845215e-002	7.354736e-002	6.195068e-002	7.537842e-002	5.340576e-002	6.500244e-002	0.000000e+000	1.141357e-001	
-9.307861e-002	0.000000e+000	-1.190186e-002	7.934570e-003	-8.239746e-003	9.155273e-003	-1.098633e-002	1.565552e-001	3.845215e-002	7.415771e-002	6.286621e-002	7.659912e-002	5.493164e-002	6.683350e-002	0.000000e+000	1.141357e-001	
-9.307861e-002	0.000000e+000	-1.220703e-002	7.934570e-003	-8.544922e-003	9.155273e-003	-1.098633e-002	1.565552e-001	3.906250e-002	7.446289e-002	6.347656e-002	7.781982e-002	5.676270e-002	6.866455e-002	0.000000e+000	1.135254e-001	
-9.246826e-002	0.000000e+000	-1.190186e-002	7.629395e-003	-8.850098e-003	8.850098e-003	-1.098633e-002	1.568604e-001	3.875732e-002	7.507324e-002	6.439209e-002	7.873535e-002	5.798340e-002	7.019043e-002	0.000000e+000	1.138306e-001	
-9.216309e-002	-3.051758e-004	-1.220703e-002	7.934570e-003	-8.850098e-003	8.850098e-003	-1.129150e-002	1.571655e-001	3.875732e-002	7.537842e-002	6.469727e-002	7.965088e-002	5.889893e-002	7.171631e-002	-3.051758e-004	1.138306e-001	
-9.216309e-002	0.000000e+000	-1.251221e-002	7.629395e-003	-8.850098e-003	8.544922e-003	-1.098633e-002	1.571655e-001	3.936768e-002	7.537842e-002	6.530762e-002	8.026123e-002	6.011963e-002	7.293701e-002	-3.051758e-004	1.138306e-001	
-9.185791e-002	-3.051758e-004	-1.251221e-002	7.324219e-003	-9.155273e-003	8.544922e-003	-1.129150e-002	1.568604e-001	3.875732e-002	7.537842e-002	6.530762e-002	8.056641e-002	6.103516e-002	7.446289e-002	0.000000e+000	1.135254e-001	
-9.185791e-002	0.000000e+000	-1.220703e-002	7.324219e-003	-9.155273e-003	8.544922e-003	-1.159668e-002	1.571655e-001	3.936768e-002	7.537842e-002	6.561279e-002	8.148193e-002	6.164551e-002	7.537842e-002	0.000000e+000	1.138306e-001	
-9.185791e-002	-3.051758e-004	-1.220703e-002	7.019043e-003	-9.460449e-003	8.239746e-003	-1.129150e-002	1.571655e-001	3.906250e-002	7.568359e-002	6.622314e-002	8.148193e-002	6.256104e-002	7.629395e-002	0.000000e+000	1.141357e-001	
-9.185791e-002	0.000000e+000	-1.220703e-002	7.324219e-003	-9.460449e-003	7.629395e-003	-1.159668e-002	1.571655e-001	3.936768e-002	7.568359e-002	6.591797e-002	8.209229e-002	6.286621e-002	7.720947e-002	0.000000e+000	1.135254e-001	
-9.185791e-002	0.000000e+000	-1.251221e-002	7.324219e-003	-9.460449e-003	7.934570e-003	-1.190186e-002	1.571655e-001	3.906250e-002	7.568359e-002	6.622314e-002	8.239746e-002	6.347656e-002	7.781982e-002	-3.051758e-004	1.138306e-001	
-9.185791e-002	-3.051758e-004	-1.251221e-002	7.019043e-003	-9.765625e-003	7.629395e-003	-1.220703e-002	1.571655e-001	3.906250e-002	7.568359e-002	6.622314e-002	8.270264e-002	6.347656e-002	7.873535e-002	0.000000e+000	1.135254e-001	
-9.185791e-002	0.000000e+000	-1.220703e-002	7.324219e-003	-9.765625e-003	7.019043e-003	-1.220703e-002	1.565552e-001	3.936768e-002	7.568359e-002	6.622314e-002	8.270264e-002	6.439209e-002	7.904053e-002	3.051758e-004	1.135254e-001	
-9.185791e-002	0.000000e+000	-1.251221e-002	7.019043e-003	-1.007080e-002	7.324219e-003	-1.251221e-002	1.562500e-001	3.875732e-002	7.568359e-002	6.652832e-002	8.270264e-002	6.408691e-002	7.965088e-002	0.000000e+000	1.138306e-001	
-9.185791e-002	0.000000e+000	-1.251221e-002	7.019043e-003	-1.007080e-002	7.324219e-003	-1.251221e-002	1.562500e-001	3.906250e-002	7.537842e-002	6.652832e-002	8.270264e-002	6.469727e-002	7.995605e-002	0.000000e+000	1.138306e-001	
-9.216309e-002	0.000000e+000	-1.251221e-002	6.713867e-003	-9.765625e-003	7.019043e-003	-1.251221e-002	1.562500e-001	3.845215e-002	7.568359e-002	6.652832e-002	8.270264e-002	6.500244e-002	8.026123e-002	0.000000e+000	1.141357e-001	
-9.185791e-002	-3.051758e-004	-1.281738e-002	6.713867e-003	-1.037598e-002	7.019043e-003	-1.281738e-002	1.562500e-001	3.875732e-002	7.537842e-002	6.622314e-002	8.300781e-002	6.500244e-002	8.026123e-002	0.000000e+000	1.138306e-001	
-9.185791e-002	0.000000e+000	-1.220703e-002	6.713867e-003	-1.007080e-002	7.019043e-003	-1.281738e-002	1.556396e-001	3.845215e-002	7.568359e-002	6.622314e-002	8.270264e-002	6.500244e-002	8.087158e-002	0.000000e+000	1.138306e-001	
-9.216309e-002	0.000000e+000	-1.251221e-002	6.713867e-003	-1.007080e-002	6.713867e-003	-1.312256e-002	1.556396e-001	3.875732e-002	7.537842e-002	6.622314e-002	8.300781e-002	6.500244e-002	8.087158e-002	0.000000e+000	1.138306e-001	
-9.216309e-002	0.000000e+000	-1.251221e-002	6.713867e-003	-1.037598e-002	6.713867e-003	-1.342773e-002	1.553345e-001	3.845215e-002	7.537842e-002	6.622314e-002	8.331299e-002	6.530762e-002	8.117676e-002	0.000000e+000	1.138306e-001	
-9.216309e-002	0.000000e+000	-1.251221e-002	6.713867e-003	-1.007080e-002	6.408691e-003	-1.312256e-002	1.553345e-001	3.845215e-002	7.476807e-002	6.622314e-002	8.270264e-002	6.530762e-002	8.117676e-002	0.000000e+000	1.138306e-001	
-9.246826e-002	-3.051758e-004	-1.251221e-002	6.713867e-003	-1.068115e-002	6.713867e-003	-1.342773e-002	1.550293e-001	3.814697e-002	7.507324e-002	6.591797e-002	8.300781e-002	6.500244e-002	8.117676e-002	0.000000e+000	1.138306e-001	
-9.277344e-002	0.000000e+000	-1.251221e-002	6.713867e-003	-1.037598e-002	6.408691e-003	-1.342773e-002	1.553345e-001	3.845215e-002	7.507324e-002	6.622314e-002	8.300781e-002	6.530762e-002	8.117676e-002	3.051758e-004	1.135254e-001	
-9.246826e-002	3.051758e-004	-1.251221e-002	6.713867e-003	-1.037598e-002	6.713867e-003	-1.342773e-002	1.550293e-001	3.784180e-002	7.507324e-002	6.591797e-002	8.300781e-002	6.500244e-002	8.117676e-002	3.051758e-004	1.138306e-001	
-9.246826e-002	0.000000e+000	-1.251221e-002	6.713867e-003	-1.037598e-002	6.408691e-003	-1.342773e-002	1.553345e-001	3.784180e-002	7.476807e-002	6.591797e-002	8.270264e-002	6.500244e-002	8.117676e-002	-3.051758e-004	1.138306e-001	
-9.246826e-002	-3.051758e-004	-1.251221e-002	6.713867e-003	-1.037598e-002	6.408691e-003	-1.373291e-002	1.547241e-001	3.753662e-002	7.446289e-002	6.561279e-002	8.239746e-002	6.500244e-002	8.087158e-002	0.000000e+000	1.138306e-001	
-9.246826e-002	-3.051758e-004	-1.251221e-002	7.019043e-003	-1.037598e-002	6.408691e-003	-1.373291e-002	1.553345e-001	3.784180e-002	7.476807e-002	6.561279e-002	8.270264e-002	6.469727e-002	8.117676e-002	0.000000e+000	1.141357e-001	
-9.277344e-002	0.000000e+000	-1.220703e-002	6.713867e-003	-1.037598e-002	6.408691e-003	-1.373291e-002	1.553345e-001	3.784180e-002	7.446289e-002	6.561279e-002	8.239746e-002	6.469727e-002	8.087158e-002	0.000000e+000	1.138306e-001	
-9.307861e-002	-3.051758e-004	-1.251221e-002	6.713867e-003	-1.037598e-002	6.103516e-003	-1.342773e-002	1.550293e-001	3.814697e-002	7.446289e-002	6.561279e-002	8.239746e-002	6.500244e-002	8.087158e-002	-3.051758e-004	1.135254e-001	
-9.277344e-002	-3.051758e-004	-1.281738e-002	6.713867e-003	-1.068115e-002	6.408691e-003	-1.373291e-002	1.547241e-001	3.814697e-002	7.476807e-002	6.530762e-002	8.209229e-002	6.469727e-002	8.087158e-002	0.000000e+000	1.135254e-001	
-9.246826e-002	-3.051758e-004	-1.251221e-002	6.408691e-003	-1.037598e-002	6.408691e-003	-1.373291e-002	1.547241e-001	3.784180e-002	7.446289e-002	6.530762e-002	8.239746e-002	6.469727e-002	8.087158e-002	3.051758e-004	1.138306e-001	
-9.307861e-002	0.000000e+000	-1.251221e-002	6.713867e-003	-1.068115e-002	6.408691e-003	-1.373291e-002	1.547241e-001	3.814697e-002	7.476807e-002	6.561279e-002	8.209229e-002	6.469727e-002	8.087158e-002	0.000000e+000	1.135254e-001	
-9.307861e-002	3.051758e-004	-1.251221e-002	6.408691e-003	-1.068115e-002	6.408691e-003	-1.373291e-002	1.547241e-001	3.845215e-002	7.476807e-002	6.561279e-002	8.209229e-002	6.439209e-002	8.056641e-002	0.000000e+000	1.132202e-001	
-9.338379e-002	-3.051758e-004	-1.251221e-002	6.408691e-003	-1.037598e-002	6.408691e-003	-1.373291e-002	1.547241e-001	3.845215e-002	7.476807e-002	6.530762e-002	8.239746e-002	6.439209e-002	8.087158e-002	0.000000e+000	1.138306e-001	
-9.307861e-002	0.000000e+000	-1.251221e-002	6.713867e-003	-1.037598e-002	6.103516e-003	-1.373291e-002	1.547241e-001	3.814697e-002	7.476807e-002	6.530762e-002	8.209229e-002	6.439209e-002	8.056641e-002	0.000000e+000	1.135254e-001	
-9.277344e-002	0.000000e+000	-1.251221e-002	6.713867e-003	-1.037598e-002	6.408691e-003	-1.373291e-002	1.544189e-001	3.814697e-002	7.476807e-002	6.530762e-002	8.209229e-002	6.439209e-002	8.087158e-002	0.000000e+000	1.135254e-001	
-9.307861e-002	-3.051758e-004	-1.251221e-002	6.713867e-003	-1.068115e-002	6.103516e-003	-1.403809e-002	1.544189e-001	3.784180e-002	7.476807e-002	6.530762e-002	8.209229e-002	6.439209e-002	8.056641e-002	0.000000e+000	1.132202e-001	
-9.338379e-002	-3.051758e-004	-1.281738e-002	6.713867e-003	-1.068115e-002	6.103516e-003	-1.403809e-002	1.541138e-001	3.814697e-002	7.476807e-002	6.561279e-002	8.209229e-002	6.439209e-002	8.056641e-002	-3.051758e-004	1.135254e-001	
-9.338379e-002	3.051758e-004	-1.251221e-002	6.408691e-003	-1.037598e-002	6.408691e-003	-1.403809e-002	1.544189e-001	3.845215e-002	7.476807e-002	6.561279e-002	8.209229e-002	6.408691e-002	8.056641e-002	3.051758e-004	1.135254e-001	
-9.368896e-002	-3.051758e-004	-1.251221e-002	6.713867e-003	-1.037598e-002	6.103516e-003	-1.373291e-002	1.544189e-001	3.814697e-002	7.476807e-002	6.530762e-002	8.209229e-002	6.439209e-002	8.056641e-002	0.000000e+000	1.132202e-001	
-9.338379e-002	0.000000e+000	-1.251221e-002	6.408691e-003	-1.068115e-002	6.408691e-003	-1.403809e-002	1.547241e-001	3.845215e-002	7.507324e-002	6.561279e-002	8.178711e-002	6.439209e-002	8.056641e-002	0.000000e+000	1.132202e-001	
-9.307861e-002	3.051758e-004	-1.312256e-002	6.408691e-003	-1.068115e-002	6.103516e-003	-1.403809e-002	1.547241e-001	3.784180e-002	7.507324e-002	6.561279e-002	8.209229e-002	6.408691e-002	8.056641e-002	-3.051758e-004	1.135254e-001	
