Dev2/ai0	Dev2/ai1	Dev2/ai2	Dev2/ai3	Dev2/ai4	Dev2/ai5	Dev2/ai6	Dev2/ai7	Dev2/ai8	Dev2/ai9	Dev2/ai10	Dev2/ai11	Dev2/ai12	Dev2/ai13	Dev2/ai14	Dev2/ai15	
-1.388550e-001	-1.101685e-001	-1.193237e-001	-9.613037e-002	-1.092529e-001	-8.880615e-002	-1.062012e-001	6.286621e-002	-3.356934e-003	3.479004e-002	2.593994e-002	4.333496e-002	2.685547e-002	4.394531e-002	-3.051758e-004	1.132202e-001	
-1.394653e-001	-1.065063e-001	-1.187134e-001	-9.735107e-002	-1.107788e-001	-9.063721e-002	-1.074219e-001	6.164551e-002	-3.967285e-003	3.479004e-002	2.593994e-002	4.272461e-002	2.624512e-002	4.333496e-002	-3.051758e-004	1.129150e-001	
-1.403809e-001	-1.031494e-001	-1.171875e-001	-9.765625e-002	-1.119995e-001	-9.246826e-002	-1.089478e-001	6.011963e-002	-4.577637e-003	3.448486e-002	2.563477e-002	4.272461e-002	2.563477e-002	4.272461e-002	-3.051758e-004	1.132202e-001	
-1.403809e-001	-9.948730e-002	-1.150513e-001	-9.704590e-002	-1.126099e-001	-9.338379e-002	-1.104736e-001	5.859375e-002	-5.187988e-003	3.417969e-002	2.563477e-002	4.241943e-002	2.532959e-002	4.241943e-002	-3.051758e-004	1.132202e-001	
-1.412964e-001	-9.674072e-002	-1.129150e-001	-9.613037e-002	-1.132202e-001	-9.429932e-002	-1.113892e-001	5.798340e-002	-5.798340e-003	3.356934e-002	2.532959e-002	4.241943e-002	2.502441e-002	4.180908e-002	0.000000e+000	1.132202e-001	
-1.419067e-001	-9.460449e-002	-1.104736e-001	-9.460449e-002	-1.129150e-001	-9.490967e-002	-1.126099e-001	5.645752e-002	-6.408691e-003	3.326416e-002	2.502441e-002	4.272461e-002	2.502441e-002	4.150391e-002	0.000000e+000	1.132202e-001	
-1.425171e-001	-9.460449e-002	-1.089478e-001	-9.338379e-002	-1.123047e-001	-9.490967e-002	-1.132202e-001	5.523682e-002	-7.019043e-003	3.204346e-002	2.441406e-002	4.211426e-002	2.471924e-002	4.150391e-002	0.000000e+000	1.138306e-001	
-1.431274e-001	-9.613037e-002	-1.080322e-001	-9.216309e-002	-1.113892e-001	-9.490967e-002	-1.138306e-001	5.432129e-002	-7.324219e-003	3.112793e-002	2.380371e-002	4.180908e-002	2.471924e-002	4.119873e-002	0.000000e+000	1.132202e-001	
-1.437378e-001	-9.887695e-002	-1.083374e-001	-9.094238e-002	-1.104736e-001	-9.460449e-002	-1.141357e-001	5.340576e-002	-7.629395e-003	3.051758e-002	2.288818e-002	4.089355e-002	2.441406e-002	4.089355e-002	0.000000e+000	1.135254e-001	
-1.443481e-001	-1.028442e-001	-1.098633e-001	-9.094238e-002	-1.095581e-001	-9.429932e-002	-1.138306e-001	5.340576e-002	-7.934570e-003	2.960205e-002	2.227783e-002	4.058838e-002	2.380371e-002	4.058838e-002	0.000000e+000	1.132202e-001	
-1.449585e-001	-1.077271e-001	-1.123047e-001	-9.155273e-002	-1.098633e-001	-9.399414e-002	-1.138306e-001	5.310059e-002	-8.544922e-003	2.899170e-002	2.105713e-002	3.936768e-002	2.319336e-002	4.028320e-002	-3.051758e-004	1.132202e-001	
-1.452637e-001	-1.126099e-001	-1.153564e-001	-9.307861e-002	-1.095581e-001	-9.368896e-002	-1.138306e-001	5.279541e-002	-8.850098e-003	2.838135e-002	1.983643e-002	3.845215e-002	2.227783e-002	3.967285e-002	0.000000e+000	1.135254e-001	
-1.455688e-001	-1.171875e-001	-1.190186e-001	-9.490967e-002	-1.104736e-001	-9.368896e-002	-1.132202e-001	5.279541e-002	-8.850098e-003	2.777100e-002	1.922607e-002	3.753662e-002	2.166748e-002	3.906250e-002	0.000000e+000	1.135254e-001	
-1.458740e-001	-1.202393e-001	-1.226807e-001	-9.735107e-002	-1.113892e-001	-9.399414e-002	-1.135254e-001	5.279541e-002	-8.850098e-003	2.716064e-002	1.831055e-002	3.631592e-002	2.044678e-002	3.814697e-002	0.000000e+000	1.132202e-001	
-1.458740e-001	-1.220703e-001	-1.254272e-001	-1.004028e-001	-1.135254e-001	-9.490967e-002	-1.138306e-001	5.249023e-002	-8.850098e-003	2.746582e-002	1.800537e-002	3.540039e-002	1.953125e-002	3.723145e-002	0.000000e+000	1.132202e-001	
-1.458740e-001	-1.217651e-001	-1.275635e-001	-1.025391e-001	-1.153564e-001	-9.613037e-002	-1.141357e-001	5.249023e-002	-9.155273e-003	2.746582e-002	1.800537e-002	3.509521e-002	1.831055e-002	3.631592e-002	0.000000e+000	1.132202e-001	
-1.461792e-001	-1.205444e-001	-1.287842e-001	-1.046753e-001	-1.174927e-001	-9.765625e-002	-1.153564e-001	5.218506e-002	-9.460449e-003	2.777100e-002	1.770020e-002	3.448486e-002	1.770020e-002	3.540039e-002	0.000000e+000	1.132202e-001	
-1.461792e-001	-1.174927e-001	-1.287842e-001	-1.062012e-001	-1.190186e-001	-9.918213e-002	-1.162720e-001	5.157471e-002	-9.460449e-003	2.807617e-002	1.831055e-002	3.448486e-002	1.739502e-002	3.479004e-002	0.000000e+000	1.135254e-001	
-1.461792e-001	-1.132202e-001	-1.272583e-001	-1.068115e-001	-1.205444e-001	-1.007080e-001	-1.174927e-001	5.096436e-002	-9.460449e-003	2.838135e-002	1.831055e-002	3.448486e-002	1.708984e-002	3.417969e-002	3.051758e-004	1.135254e-001	
-1.464844e-001	-1.095581e-001	-1.248169e-001	-1.065063e-001	-1.214600e-001	-1.019287e-001	-1.187134e-001	4.974365e-002	-9.765625e-003	2.838135e-002	1.861572e-002	3.509521e-002	1.678467e-002	3.387451e-002	0.000000e+000	1.132202e-001	
-1.467896e-001	-1.052856e-001	-1.223755e-001	-1.055908e-001	-1.223755e-001	-1.028442e-001	-1.202393e-001	4.821777e-002	-1.007080e-002	2.868652e-002	1.922607e-002	3.540039e-002	1.678467e-002	3.356934e-002	0.000000e+000	1.132202e-001	
-1.473999e-001	-1.028442e-001	-1.196289e-001	-1.040649e-001	-1.217651e-001	-1.037598e-001	-1.208496e-001	4.760742e-002	-1.037598e-002	2.838135e-002	1.922607e-002	3.570557e-002	1.708984e-002	3.326416e-002	0.000000e+000	1.129150e-001	
-1.480103e-001	-1.007080e-001	-1.171875e-001	-1.022339e-001	-1.211548e-001	-1.037598e-001	-1.214600e-001	4.669189e-002	-1.098633e-002	2.807617e-002	1.922607e-002	3.570557e-002	1.739502e-002	3.326416e-002	0.000000e+000	1.129150e-001	
-1.480103e-001	-1.013184e-001	-1.156616e-001	-1.004028e-001	-1.202393e-001	-1.037598e-001	-1.223755e-001	4.577637e-002	-1.129150e-002	2.746582e-002	1.922607e-002	3.601074e-002	1.800537e-002	3.356934e-002	-3.051758e-004	1.132202e-001	
-1.486206e-001	-1.031494e-001	-1.147461e-001	-9.887695e-002	-1.187134e-001	-1.034546e-001	-1.223755e-001	4.516602e-002	-1.190186e-002	2.685547e-002	1.831055e-002	3.570557e-002	1.800537e-002	3.387451e-002	0.000000e+000	1.132202e-001	
-1.492310e-001	-1.055908e-001	-1.153564e-001	-9.796143e-002	-1.174927e-001	-1.025391e-001	-1.223755e-001	4.455566e-002	-1.220703e-002	2.593994e-002	1.800537e-002	3.570557e-002	1.800537e-002	3.387451e-002	0.000000e+000	1.132202e-001	
-1.498413e-001	-1.104736e-001	-1.168823e-001	-9.796143e-002	-1.168823e-001	-1.019287e-001	-1.223755e-001	4.425049e-002	-1.190186e-002	2.502441e-002	1.708984e-002	3.509521e-002	1.800537e-002	3.417969e-002	-3.051758e-004	1.129150e-001	
-1.498413e-001	-1.150513e-001	-1.193237e-001	-9.857178e-002	-1.162720e-001	-1.013184e-001	-1.217651e-001	4.425049e-002	-1.251221e-002	2.441406e-002	1.647949e-002	3.417969e-002	1.770020e-002	3.417969e-002	3.051758e-004	1.132202e-001	
-1.501465e-001	-1.196289e-001	-1.220703e-001	-9.948730e-002	-1.168823e-001	-1.010132e-001	-1.214600e-001	4.455566e-002	-1.281738e-002	2.380371e-002	1.525879e-002	3.295898e-002	1.678467e-002	3.387451e-002	3.051758e-004	1.135254e-001	
-1.501465e-001	-1.229858e-001	-1.254272e-001	-1.016235e-001	-1.171875e-001	-1.000977e-001	-1.211548e-001	4.455566e-002	-1.312256e-002	2.349854e-002	1.464844e-002	3.265381e-002	1.617432e-002	3.326416e-002	0.000000e+000	1.135254e-001	
-1.501465e-001	-1.257324e-001	-1.290894e-001	-1.040649e-001	-1.184082e-001	-1.010132e-001	-1.211548e-001	4.455566e-002	-1.281738e-002	2.349854e-002	1.403809e-002	3.173828e-002	1.525879e-002	3.265381e-002	3.051758e-004	1.132202e-001	
-1.501465e-001	-1.266479e-001	-1.315308e-001	-1.065063e-001	-1.202393e-001	-1.016235e-001	-1.205444e-001	4.455566e-002	-1.281738e-002	2.380371e-002	1.403809e-002	3.112793e-002	1.464844e-002	3.234863e-002	0.000000e+000	1.138306e-001	
-1.501465e-001	-1.260376e-001	-1.330566e-001	-1.089478e-001	-1.220703e-001	-1.025391e-001	-1.214600e-001	4.486084e-002	-1.251221e-002	2.410889e-002	1.403809e-002	3.051758e-002	1.403809e-002	3.112793e-002	0.000000e+000	1.132202e-001	
-1.495361e-001	-1.239014e-001	-1.333618e-001	-1.104736e-001	-1.235962e-001	-1.037598e-001	-1.220703e-001	4.425049e-002	-1.281738e-002	2.410889e-002	1.434326e-002	3.051758e-002	1.342773e-002	3.051758e-002	0.000000e+000	1.138306e-001	
-1.498413e-001	-1.202393e-001	-1.333618e-001	-1.113892e-001	-1.251221e-001	-1.055908e-001	-1.229858e-001	4.364014e-002	-1.251221e-002	2.471924e-002	1.434326e-002	3.051758e-002	1.281738e-002	3.021240e-002	0.000000e+000	1.132202e-001	
-1.498413e-001	-1.165771e-001	-1.312256e-001	-1.113892e-001	-1.263428e-001	-1.065063e-001	-1.242065e-001	4.333496e-002	-1.281738e-002	2.502441e-002	1.495361e-002	3.082275e-002	1.281738e-002	2.929688e-002	0.000000e+000	1.135254e-001	
-1.498413e-001	-1.119995e-001	-1.287842e-001	-1.107788e-001	-1.266479e-001	-1.077271e-001	-1.251221e-001	4.211426e-002	-1.312256e-002	2.532959e-002	1.556396e-002	3.143311e-002	1.281738e-002	2.929688e-002	3.051758e-004	1.138306e-001	
-1.504517e-001	-1.080322e-001	-1.254272e-001	-1.095581e-001	-1.269531e-001	-1.086426e-001	-1.257324e-001	4.180908e-002	-1.373291e-002	2.532959e-002	1.556396e-002	3.173828e-002	1.312256e-002	2.929688e-002	0.000000e+000	1.135254e-001	
-1.504517e-001	-1.052856e-001	-1.226807e-001	-1.077271e-001	-1.263428e-001	-1.089478e-001	-1.266479e-001	4.058838e-002	-1.373291e-002	2.502441e-002	1.617432e-002	3.234863e-002	1.403809e-002	2.960205e-002	0.000000e+000	1.135254e-001	
-1.510620e-001	-1.043701e-001	-1.202393e-001	-1.055908e-001	-1.251221e-001	-1.086426e-001	-1.272583e-001	3.997803e-002	-1.403809e-002	2.471924e-002	1.586914e-002	3.295898e-002	1.403809e-002	2.960205e-002	-3.051758e-004	1.135254e-001	
-1.516724e-001	-1.049805e-001	-1.190186e-001	-1.037598e-001	-1.239014e-001	-1.083374e-001	-1.275635e-001	3.936768e-002	-1.464844e-002	2.441406e-002	1.556396e-002	3.265381e-002	1.464844e-002	3.021240e-002	3.051758e-004	1.135254e-001	
-1.516724e-001	-1.068115e-001	-1.184082e-001	-1.022339e-001	-1.226807e-001	-1.077271e-001	-1.278687e-001	3.906250e-002	-1.495361e-002	2.349854e-002	1.525879e-002	3.265381e-002	1.434326e-002	3.021240e-002	0.000000e+000	1.132202e-001	
-1.519775e-001	-1.101685e-001	-1.187134e-001	-1.016235e-001	-1.217651e-001	-1.065063e-001	-1.272583e-001	3.906250e-002	-1.525879e-002	2.258301e-002	1.434326e-002	3.234863e-002	1.495361e-002	3.051758e-002	0.000000e+000	1.138306e-001	
-1.522827e-001	-1.144409e-001	-1.205444e-001	-1.016235e-001	-1.205444e-001	-1.058960e-001	-1.269531e-001	3.875732e-002	-1.495361e-002	2.197266e-002	1.373291e-002	3.173828e-002	1.464844e-002	3.082275e-002	0.000000e+000	1.138306e-001	
-1.525879e-001	-1.190186e-001	-1.232910e-001	-1.022339e-001	-1.202393e-001	-1.052856e-001	-1.260376e-001	3.875732e-002	-1.525879e-002	2.166748e-002	1.312256e-002	3.112793e-002	1.434326e-002	3.082275e-002	0.000000e+000	1.138306e-001	
-1.525879e-001	-1.232910e-001	-1.266479e-001	-1.037598e-001	-1.202393e-001	-1.046753e-001	-1.254272e-001	3.936768e-002	-1.525879e-002	2.105713e-002	1.220703e-002	2.990723e-002	1.373291e-002	3.021240e-002	0.000000e+000	1.138306e-001	
-1.528931e-001	-1.266479e-001	-1.296997e-001	-1.055908e-001	-1.211548e-001	-1.043701e-001	-1.251221e-001	3.967285e-002	-1.495361e-002	2.136230e-002	1.190186e-002	2.929688e-002	1.281738e-002	3.021240e-002	3.051758e-004	1.138306e-001	
-1.522827e-001	-1.284790e-001	-1.327515e-001	-1.080322e-001	-1.223755e-001	-1.046753e-001	-1.248169e-001	3.997803e-002	-1.525879e-002	2.105713e-002	1.159668e-002	2.899170e-002	1.251221e-002	2.899170e-002	-3.051758e-004	1.138306e-001	
-1.522827e-001	-1.290894e-001	-1.345825e-001	-1.101685e-001	-1.239014e-001	-1.055908e-001	-1.248169e-001	4.058838e-002	-1.464844e-002	2.166748e-002	1.159668e-002	2.868652e-002	1.159668e-002	2.868652e-002	0.000000e+000	1.138306e-001	
-1.519775e-001	-1.275635e-001	-1.358032e-001	-1.123047e-001	-1.254272e-001	-1.065063e-001	-1.251221e-001	4.058838e-002	-1.495361e-002	2.166748e-002	1.159668e-002	2.777100e-002	1.098633e-002	2.807617e-002	0.000000e+000	1.138306e-001	
-1.519775e-001	-1.257324e-001	-1.358032e-001	-1.135254e-001	-1.269531e-001	-1.077271e-001	-1.257324e-001	4.028320e-002	-1.464844e-002	2.227783e-002	1.190186e-002	2.807617e-002	1.068115e-002	2.746582e-002	0.000000e+000	1.135254e-001	
-1.519775e-001	-1.208496e-001	-1.345825e-001	-1.144409e-001	-1.284790e-001	-1.089478e-001	-1.266479e-001	3.997803e-002	-1.495361e-002	2.288818e-002	1.251221e-002	2.838135e-002	1.037598e-002	2.746582e-002	0.000000e+000	1.135254e-001	
-1.519775e-001	-1.171875e-001	-1.324463e-001	-1.141357e-001	-1.293945e-001	-1.098633e-001	-1.275635e-001	3.967285e-002	-1.495361e-002	2.349854e-002	1.312256e-002	2.868652e-002	1.068115e-002	2.716064e-002	3.051758e-004	1.135254e-001	
-1.522827e-001	-1.126099e-001	-1.296997e-001	-1.129150e-001	-1.293945e-001	-1.107788e-001	-1.284790e-001	3.906250e-002	-1.525879e-002	2.349854e-002	1.373291e-002	2.929688e-002	1.068115e-002	2.716064e-002	0.000000e+000	1.138306e-001	
-1.525879e-001	-1.095581e-001	-1.272583e-001	-1.113892e-001	-1.290894e-001	-1.113892e-001	-1.293945e-001	3.814697e-002	-1.495361e-002	2.349854e-002	1.403809e-002	2.990723e-002	1.098633e-002	2.655029e-002	-3.051758e-004	1.135254e-001	
-1.522827e-001	-1.071167e-001	-1.239014e-001	-1.092529e-001	-1.281738e-001	-1.116943e-001	-1.296997e-001	3.784180e-002	-1.525879e-002	2.349854e-002	1.434326e-002	3.021240e-002	1.129150e-002	2.716064e-002	-3.051758e-004	1.138306e-001	
-1.531982e-001	-1.065063e-001	-1.217651e-001	-1.071167e-001	-1.272583e-001	-1.110840e-001	-1.303101e-001	3.692627e-002	-1.556396e-002	2.288818e-002	1.403809e-002	3.051758e-002	1.220703e-002	2.777100e-002	0.000000e+000	1.135254e-001	
-1.535034e-001	-1.074219e-001	-1.202393e-001	-1.055908e-001	-1.257324e-001	-1.107788e-001	-1.300049e-001	3.631592e-002	-1.586914e-002	2.258301e-002	1.403809e-002	3.051758e-002	1.251221e-002	2.777100e-002	0.000000e+000	1.132202e-001	
-1.538086e-001	-1.092529e-001	-1.202393e-001	-1.040649e-001	-1.245117e-001	-1.098633e-001	-1.300049e-001	3.601074e-002	-1.617432e-002	2.166748e-002	1.373291e-002	3.082275e-002	1.251221e-002	2.838135e-002	3.051758e-004	1.135254e-001	
-1.535034e-001	-1.138306e-001	-1.214600e-001	-1.034546e-001	-1.232910e-001	-1.086426e-001	-1.293945e-001	3.601074e-002	-1.647949e-002	2.136230e-002	1.312256e-002	3.051758e-002	1.281738e-002	2.868652e-002	0.000000e+000	1.138306e-001	
-1.541138e-001	-1.174927e-001	-1.232910e-001	-1.037598e-001	-1.223755e-001	-1.077271e-001	-1.287842e-001	3.631592e-002	-1.647949e-002	2.075195e-002	1.220703e-002	2.960205e-002	1.251221e-002	2.838135e-002	0.000000e+000	1.132202e-001	
-1.544189e-001	-1.223755e-001	-1.260376e-001	-1.040649e-001	-1.220703e-001	-1.071167e-001	-1.281738e-001	3.692627e-002	-1.617432e-002	2.014160e-002	1.159668e-002	2.899170e-002	1.251221e-002	2.868652e-002	3.051758e-004	1.135254e-001	
-1.541138e-001	-1.260376e-001	-1.290894e-001	-1.062012e-001	-1.223755e-001	-1.065063e-001	-1.275635e-001	3.723145e-002	-1.678467e-002	1.953125e-002	1.068115e-002	2.868652e-002	1.190186e-002	2.838135e-002	0.000000e+000	1.138306e-001	
-1.541138e-001	-1.293945e-001	-1.324463e-001	-1.083374e-001	-1.229858e-001	-1.065063e-001	-1.269531e-001	3.753662e-002	-1.617432e-002	1.983643e-002	1.037598e-002	2.777100e-002	1.098633e-002	2.807617e-002	3.051758e-004	1.138306e-001	
-1.538086e-001	-1.306152e-001	-1.351929e-001	-1.104736e-001	-1.242065e-001	-1.071167e-001	-1.269531e-001	3.784180e-002	-1.617432e-002	1.983643e-002	1.037598e-002	2.746582e-002	1.068115e-002	2.777100e-002	-3.051758e-004	1.135254e-001	
-1.538086e-001	-1.300049e-001	-1.367188e-001	-1.123047e-001	-1.260376e-001	-1.077271e-001	-1.269531e-001	3.845215e-002	-1.556396e-002	2.075195e-002	1.007080e-002	2.685547e-002	9.765625e-003	2.685547e-002	0.000000e+000	1.138306e-001	
-1.538086e-001	-1.284790e-001	-1.376343e-001	-1.144409e-001	-1.272583e-001	-1.089478e-001	-1.272583e-001	3.875732e-002	-1.586914e-002	2.105713e-002	1.068115e-002	2.685547e-002	9.460449e-003	2.624512e-002	-3.051758e-004	1.138306e-001	
-1.531982e-001	-1.254272e-001	-1.373291e-001	-1.153564e-001	-1.290894e-001	-1.098633e-001	-1.281738e-001	3.814697e-002	-1.586914e-002	2.166748e-002	1.098633e-002	2.685547e-002	9.155273e-003	2.593994e-002	3.051758e-004	1.138306e-001	
-1.528931e-001	-1.211548e-001	-1.354980e-001	-1.156616e-001	-1.306152e-001	-1.110840e-001	-1.290894e-001	3.814697e-002	-1.586914e-002	2.197266e-002	1.159668e-002	2.716064e-002	9.155273e-003	2.593994e-002	0.000000e+000	1.138306e-001	
-1.528931e-001	-1.168823e-001	-1.333618e-001	-1.150513e-001	-1.309204e-001	-1.119995e-001	-1.296997e-001	3.753662e-002	-1.586914e-002	2.258301e-002	1.190186e-002	2.777100e-002	9.460449e-003	2.563477e-002	0.000000e+000	1.135254e-001	
-1.528931e-001	-1.123047e-001	-1.300049e-001	-1.138306e-001	-1.309204e-001	-1.126099e-001	-1.303101e-001	3.662109e-002	-1.617432e-002	2.227783e-002	1.281738e-002	2.838135e-002	9.460449e-003	2.563477e-002	0.000000e+000	1.135254e-001	
-1.535034e-001	-1.095581e-001	-1.269531e-001	-1.119995e-001	-1.303101e-001	-1.129150e-001	-1.309204e-001	3.601074e-002	-1.586914e-002	2.258301e-002	1.312256e-002	2.899170e-002	1.007080e-002	2.563477e-002	3.051758e-004	1.135254e-001	
-1.538086e-001	-1.074219e-001	-1.242065e-001	-1.101685e-001	-1.296997e-001	-1.129150e-001	-1.315308e-001	3.570557e-002	-1.586914e-002	2.258301e-002	1.342773e-002	2.960205e-002	1.068115e-002	2.624512e-002	-3.051758e-004	1.135254e-001	
